Picture_ID,Actual_Wall_Volume_cuft,Predicted_Wall_Volume_cuft,Abs_Error_cuft,Brick_Ratio,Plaster_In_Ratio,Plaster_Out_Ratio,RCC_Ratio,Brick_Volume_cuft,Cement_Volume_cuft_Brickwork,Sand_Volume_cuft_Brickwork,Cement_Bags_Brickwork,Cement_Volume_cuft_Plaster_In,Sand_Volume_cuft_Plaster_In,Cement_Bags_Plaster_In,Cement_Volume_cuft_Plaster_Out,Sand_Volume_cuft_Plaster_Out,Cement_Bags_Plaster_Out,Cement_Volume_cuft_RCC,Sand_Volume_cuft_RCC,Aggregate_Volume_cuft_RCC,Cement_Bags_RCC,Total_Cement_Volume_cuft,Total_Sand_Volume_cuft,Total_Cement_Bags
114015.jpg,713.2500000000001,678.4878094099091,34.762190590090995,1:3,1:6,1:4,1:2:4,508.866,56.399,169.198,45.12,7.168,43.005,5.73,15.04,60.159,12.03,6.446,12.891,25.783,5.16,85.053,285.253,68.04
114016.jpg,638.2499999999999,616.3909063214005,21.85909367859938,1:3,1:6,1:5,1:1.5:3,462.293,51.237,153.712,40.99,6.512,39.069,5.21,11.386,56.931,9.11,7.453,11.179,22.358,5.96,76.588,260.891,61.27
114017.jpg,823.5000000000001,790.7306251018392,32.76937489816089,1:4,1:5,1:3,1:2:4,593.048,52.584,210.334,42.07,9.745,48.727,7.8,21.91,65.729,17.53,7.512,15.024,30.048,6.01,91.751,339.814,73.4
114018.jpg,819.75,758.675148314191,61.074851685808994,1:3,1:6,1:4,1:1:2,569.006,63.065,189.195,50.45,8.015,48.088,6.41,16.817,67.269,13.45,12.613,12.613,25.226,10.09,100.51,317.165,80.41
114019.jpg,592.5000000000001,574.4262723541466,18.073727645853523,1:3,1:3,1:3,1:1:2,430.82,47.749,143.248,38.2,10.619,31.858,8.5,15.916,47.749,12.73,9.55,9.55,19.1,7.64,83.834,232.405,67.07
114020.jpg,732.75,692.7704086205057,39.97959137949431,1:3,1:5,1:3,1:1.5:3,519.578,57.587,172.76,46.07,8.538,42.691,6.83,19.196,57.587,15.36,8.376,12.564,25.129,6.7,93.697,285.602,74.96
114021.jpg,1029.0,900.4312548280623,128.5687451719377,1:6,1:4,1:6,1:1.5:3,675.323,42.77,256.623,34.22,13.317,53.268,10.65,14.257,85.541,11.41,10.887,16.331,32.661,8.71,81.231,411.763,64.98
114022.jpg,626.25,628.6410096730161,2.3910096730161285,1:3,1:6,1:3,1:2:4,471.481,52.256,156.767,41.8,6.641,39.846,5.31,17.419,52.256,13.94,5.972,11.944,23.888,4.78,82.288,260.813,65.83
114023.jpg,663.0,637.1954067848025,25.804593215197546,1:4,1:4,1:4,1:1:2,477.897,42.373,169.494,33.9,9.424,37.695,7.54,14.124,56.498,11.3,10.593,10.593,21.187,8.47,76.514,274.28,61.21
114024.jpg,854.25,841.7927658673083,12.457234132691724,1:4,1:6,1:5,1:2:4,631.345,55.979,223.917,44.78,8.893,53.356,7.11,15.55,77.749,12.44,7.997,15.994,31.988,6.4,88.419,371.016,70.74
114025.jpg,586.5,571.7826678941927,14.71733210580726,1:4,1:6,1:6,1:2:4,428.837,38.024,152.094,30.42,6.04,36.242,4.83,9.053,54.319,7.24,5.432,10.864,21.728,4.35,58.549,253.519,46.84
114026.jpg,882.75,838.7557087383086,43.99429126169139,1:6,1:3,1:4,1:1:2,629.067,39.841,239.045,31.87,15.506,46.518,12.4,18.592,74.37,14.87,13.944,13.944,27.889,11.16,87.883,373.877,70.31
114027.jpg,849.75,829.8927060494177,19.85729395058229,1:4,1:3,1:6,1:2:4,622.42,55.188,220.751,44.15,15.342,46.027,12.27,13.14,78.84,10.51,7.884,15.768,31.536,6.31,91.554,361.386,73.24
114028.jpg,1041.75,993.4868749258054,48.26312507419459,1:4,1:5,1:3,1:1:2,745.115,66.067,264.268,52.85,12.244,61.222,9.8,27.528,82.584,22.02,16.517,16.517,33.033,13.21,122.356,424.591,97.88
114029.jpg,903.0,831.9786991582727,71.02130084172734,1:8,1:3,1:4,1:2:4,623.984,30.737,245.896,24.59,15.381,46.142,12.3,18.442,73.769,14.75,7.904,15.808,31.615,6.32,72.464,381.615,57.97
114030.jpg,732.75,699.2449151766732,33.5050848233268,1:8,1:5,1:4,1:1:2,524.434,25.833,206.666,20.67,8.618,43.09,6.89,15.5,62.0,12.4,11.625,11.625,23.25,9.3,61.576,323.381,49.26
114031.jpg,606.75,618.0688168349116,11.31881683491156,1:4,1:5,1:6,1:2:4,463.552,41.102,164.406,32.88,7.617,38.087,6.09,9.786,58.717,7.83,5.872,11.743,23.487,4.7,64.377,272.953,51.5
114032.jpg,818.25,765.2961566516989,52.95384334830112,1:6,1:5,1:6,1:1.5:3,573.972,36.352,218.109,29.08,9.432,47.16,7.55,12.117,72.703,9.69,9.253,13.88,27.759,7.4,67.154,351.852,53.72
114033.jpg,707.25,688.2697594073558,18.98024059264424,1:6,1:6,1:4,1:1.5:3,516.202,32.693,196.157,26.15,7.271,43.625,5.82,15.257,61.027,12.21,8.322,12.483,24.965,6.66,63.543,313.292,50.83
114034.jpg,732.0,702.2300682002278,29.769931799772166,1:4,1:3,1:6,1:1.5:3,526.673,46.698,186.793,37.36,12.982,38.946,10.39,11.119,66.712,8.9,8.491,12.736,25.472,6.79,79.29,305.187,63.43
114035.jpg,748.5,722.8673317025105,25.632668297489545,1:6,1:3,1:3,1:1.5:3,542.15,34.336,206.017,27.47,13.364,40.091,10.69,20.029,60.088,16.02,8.74,13.11,26.22,6.99,76.469,319.306,61.18
114036.jpg,921.0,861.0911561920215,59.90884380797854,1:3,1:6,1:4,1:1:2,645.818,71.578,214.735,57.26,9.097,54.579,7.28,19.088,76.35,15.27,14.316,14.316,28.631,11.45,114.079,359.98,91.26
114037.jpg,1021.5,944.0887694659696,77.41123053403044,1:6,1:4,1:6,1:1.5:3,708.067,44.844,269.065,35.88,13.963,55.851,11.17,14.948,89.688,11.96,11.415,17.122,34.245,9.13,85.17,431.726,68.14
114038.jpg,861.0,812.36969562445,48.63030437555005,1:6,1:3,1:4,1:1:2,609.277,38.588,231.525,30.87,15.018,45.055,12.01,18.008,72.03,14.41,13.506,13.506,27.011,10.8,85.12,362.116,68.1
114039.jpg,838.5,764.3262449228866,74.17375507711336,1:3,1:5,1:6,1:1:2,573.245,63.535,190.604,50.83,9.42,47.1,7.54,12.102,72.611,9.68,12.707,12.707,25.414,10.17,97.764,323.022,78.21
114040.jpg,910.5,841.2493524033401,69.25064759665986,1:6,1:3,1:3,1:1:2,630.937,39.959,239.756,31.97,15.552,46.657,12.44,23.31,69.929,18.65,13.986,13.986,27.972,11.19,92.807,370.328,74.25
114041.jpg,1124.25,1044.323476394669,79.92652360533111,1:3,1:4,1:6,1:2:4,783.243,86.809,260.428,69.45,15.445,61.781,12.36,16.535,99.211,13.23,9.921,19.842,39.684,7.94,128.71,441.262,102.97
114042.jpg,818.25,742.7381955256731,75.51180447432694,1:8,1:6,1:5,1:1:2,557.054,27.44,219.52,21.95,7.846,47.078,6.28,13.72,68.6,10.98,12.348,12.348,24.696,9.88,61.354,347.546,49.08
114043.jpg,733.5,712.1954836300102,21.30451636998976,1:8,1:3,1:6,1:1.5:3,534.147,26.312,210.493,21.05,13.166,39.499,10.53,11.276,67.659,9.02,8.611,12.917,25.833,6.89,59.365,330.568,47.49
114044.jpg,941.25,804.0019893874068,137.24801061259325,1:8,1:3,1:4,1:2:4,603.001,29.703,237.627,23.76,14.864,44.591,11.89,17.822,71.288,14.26,7.638,15.276,30.552,6.11,70.027,368.782,56.02
114045.jpg,705.0,671.8824489909871,33.117551009012914,1:3,1:6,1:6,1:1:2,503.912,55.85,167.551,44.68,7.098,42.587,5.68,10.638,63.829,8.51,11.17,11.17,22.34,8.94,84.756,285.137,67.8
114046.jpg,744.75,702.8277079801644,41.9222920198356,1:8,1:4,1:5,1:1:2,527.121,25.966,207.725,20.77,10.395,41.578,8.32,12.983,64.914,10.39,11.685,11.685,23.369,9.35,61.029,325.902,48.82
114047.jpg,960.75,934.532214302032,26.21778569796811,1:3,1:3,1:6,1:1.5:3,700.899,77.683,233.049,62.15,17.277,51.83,13.82,14.797,88.781,11.84,11.299,16.949,33.898,9.04,121.056,390.609,96.84
114048.jpg,780.0,731.9585212780281,48.041478721971885,1:8,1:5,1:5,1:1:2,548.969,27.042,216.334,21.63,9.021,45.106,7.22,13.521,67.605,10.82,12.169,12.169,24.338,9.74,61.753,341.214,49.4
114049.jpg,756.75,708.6424691261158,48.10753087388423,1:8,1:4,1:6,1:2:4,531.482,26.18,209.443,20.94,10.481,41.922,8.38,11.22,67.321,8.98,6.732,13.464,26.928,5.39,54.613,332.15,43.69
114050.jpg,951.75,901.8171284665294,49.932871533470575,1:4,1:6,1:3,1:2:4,676.363,59.971,239.883,47.98,9.527,57.161,7.62,24.988,74.964,19.99,8.567,17.135,34.269,6.85,103.053,389.143,82.44
114051.jpg,1003.5,957.954580492004,45.545419507996144,1:3,1:3,1:6,1:2:4,718.466,79.63,238.89,63.7,17.71,53.129,14.17,15.168,91.006,12.13,9.101,18.201,36.402,7.28,121.609,401.226,97.29
114052.jpg,749.25,724.196953841413,25.053046158586994,1:3,1:6,1:4,1:2:4,543.148,60.199,180.597,48.16,7.65,45.902,6.12,16.053,64.212,12.84,6.88,13.76,27.519,5.5,90.782,304.471,72.63
114053.jpg,890.25,884.9462582123135,5.3037417876864765,1:6,1:3,1:6,1:2:4,663.71,42.035,252.21,33.63,16.36,49.08,13.09,14.012,84.07,11.21,8.407,16.814,33.628,6.73,80.814,402.174,64.65
114054.jpg,774.0,731.2403803738802,42.75961962611984,1:3,1:3,1:4,1:2:4,548.43,60.784,182.353,48.63,13.518,40.555,10.81,16.209,64.837,12.97,6.947,13.894,27.787,5.56,97.458,301.639,77.97
114055.jpg,815.25,785.2319411103397,30.018058889660324,1:6,1:3,1:5,1:2:4,588.924,37.299,223.791,29.84,14.517,43.55,11.61,14.505,72.525,11.6,7.46,14.919,29.839,5.97,73.781,354.785,59.02
114056.jpg,728.25,668.076497156677,60.17350284332304,1:6,1:5,1:3,1:1.5:3,501.057,31.734,190.402,25.39,8.234,41.169,6.59,18.511,55.534,14.81,8.078,12.116,24.233,6.46,66.557,299.221,53.25
114057.jpg,633.75,596.3206780245506,37.4293219754494,1:8,1:5,1:5,1:1.5:3,447.241,22.031,176.246,17.62,7.349,36.747,5.88,11.015,55.077,8.81,7.21,10.815,21.63,5.77,47.605,278.885,38.08
114058.jpg,735.0,719.3152190803775,15.68478091962254,1:6,1:5,1:6,1:1:2,539.486,34.167,205.005,27.33,8.865,44.327,7.09,11.389,68.335,9.11,11.959,11.959,23.917,9.57,66.38,329.626,53.1
114059.jpg,677.25,633.0331306473747,44.21686935262528,1:8,1:5,1:6,1:2:4,474.775,23.387,187.096,18.71,7.802,39.01,6.24,10.023,60.138,8.02,6.014,12.028,24.055,4.81,47.226,298.272,37.78
114060.jpg,1113.75,1064.1428843530225,49.60711564697772,1:8,1:3,1:3,1:2:4,798.107,39.314,314.513,31.45,19.673,59.018,15.74,29.486,88.457,23.59,10.109,20.219,40.437,8.09,98.582,482.207,78.87
114061.jpg,999.0,973.6277625679896,25.372237432010365,1:3,1:6,1:5,1:2:4,730.221,80.933,242.798,64.75,10.285,61.712,8.23,17.985,89.925,14.39,9.249,18.499,36.998,7.4,118.452,412.934,94.76
114062.jpg,825.0,785.5055434141697,39.494456585830335,1:3,1:4,1:6,1:2:4,589.129,65.295,195.885,52.24,11.617,46.469,9.29,12.437,74.623,9.95,7.462,14.925,29.849,5.97,96.811,331.902,77.45
114063.jpg,879.75,832.6493751594181,47.10062484058187,1:3,1:5,1:5,1:1:2,624.487,69.214,207.642,55.37,10.262,51.311,8.21,15.381,76.904,12.3,13.843,13.843,27.686,11.07,108.7,349.7,86.96
114064.jpg,825.0,766.6068473743453,58.39315262565469,1:3,1:5,1:3,1:1.5:3,574.955,63.724,191.173,50.98,9.448,47.241,7.56,21.241,63.724,16.99,9.269,13.903,27.807,7.42,103.682,316.041,82.95
114065.jpg,930.75,874.0644013011449,56.685598698855074,1:4,1:4,1:5,1:1:2,655.548,58.125,232.501,46.5,12.927,51.708,10.34,16.146,80.73,12.92,14.531,14.531,29.063,11.62,101.729,379.47,81.38
114066.jpg,1071.75,1028.422361255067,43.32763874493298,1:8,1:4,1:3,1:1:2,771.317,37.994,303.956,30.4,15.21,60.84,12.17,28.496,85.488,22.8,17.098,17.098,34.195,13.68,98.798,467.382,79.04
114067.jpg,1020.0,945.440576816106,74.55942318389407,1:3,1:3,1:6,1:1:2,709.08,78.59,235.769,62.87,17.478,52.435,13.98,14.969,89.817,11.98,15.718,15.718,31.436,12.57,126.755,393.739,101.4
114068.jpg,793.95,728.9401768454562,65.00982315454382,1:8,1:3,1:6,1:2:4,546.705,26.93,215.442,21.54,13.476,40.428,10.78,11.542,69.249,9.23,6.925,13.85,27.7,5.54,58.873,338.969,47.1
114069.jpg,735.0,726.585520180501,8.414479819498979,1:4,1:6,1:3,1:1:2,544.939,48.318,193.272,38.65,7.676,46.054,6.14,20.132,60.397,16.11,12.079,12.079,24.159,9.66,88.205,311.802,70.56
114070.jpg,694.5,699.1569087983221,4.6569087983220925,1:8,1:3,1:4,1:1:2,524.368,25.83,206.64,20.66,12.925,38.776,10.34,15.498,61.992,12.4,11.623,11.623,23.247,9.3,65.876,319.031,52.7
114071.jpg,847.5,818.0164367382915,29.48356326170847,1:3,1:4,1:4,1:2:4,613.512,67.998,203.993,54.4,12.098,48.393,9.68,18.133,72.531,14.51,7.771,15.542,31.085,6.22,106.0,340.459,84.8
114072.jpg,872.25,840.292596267168,31.95740373283195,1:8,1:3,1:5,1:2:4,630.219,31.044,248.353,24.84,15.534,46.603,12.43,15.522,77.61,12.42,7.983,15.966,31.931,6.39,70.083,388.532,56.07
114073.jpg,1035.0,1021.1438190078298,13.856180992170152,1:6,1:4,1:3,1:2:4,765.858,48.504,291.026,38.8,15.102,60.409,12.08,28.294,84.883,22.64,9.701,19.402,38.803,7.76,101.601,455.72,81.28
114074.jpg,640.5,582.5425601484712,57.95743985152876,1:8,1:4,1:4,1:1:2,436.907,21.522,172.174,17.22,8.616,34.462,6.89,12.913,51.652,10.33,9.685,9.685,19.37,7.75,52.736,267.973,42.19
114075.jpg,828.75,767.0320036175265,61.71799638247353,1:3,1:6,1:5,1:1:2,575.274,63.76,191.279,51.01,8.103,48.618,6.48,14.169,70.844,11.34,12.752,12.752,25.504,10.2,98.784,323.493,79.03
114076.jpg,940.05,918.8391584243566,21.21084157564337,1:8,1:4,1:4,1:2:4,689.129,33.946,271.568,27.16,13.589,54.357,10.87,20.368,81.47,16.29,8.729,17.458,34.916,6.98,76.632,424.853,61.31
114077.jpg,927.75,888.726838546532,39.02316145346799,1:3,1:5,1:3,1:1.5:3,666.545,73.875,221.626,59.1,10.953,54.766,8.76,24.625,73.875,19.7,10.746,16.118,32.237,8.6,120.199,366.385,96.16
114078.jpg,738.0,713.9379515960746,24.06204840392536,1:3,1:4,1:6,1:2:4,535.453,59.346,178.038,47.48,10.559,42.235,8.45,11.304,67.824,9.04,6.782,13.565,27.13,5.43,87.991,301.662,70.39
114079.jpg,895.5,839.0392344417594,56.46076555824061,1:8,1:5,1:3,1:1.5:3,629.279,30.998,247.983,24.8,10.341,51.704,8.27,23.248,69.745,18.6,10.145,15.217,30.434,8.12,74.732,384.649,59.79
114080.jpg,775.5,742.2031258181208,33.29687418187916,1:8,1:5,1:4,1:1:2,556.652,27.42,219.362,21.94,9.147,45.737,7.32,16.452,65.809,13.16,12.339,12.339,24.678,9.87,65.358,343.247,52.29
114081.jpg,1008.3,969.7611416336308,38.53885836636925,1:4,1:6,1:5,1:1.5:3,727.321,64.489,257.956,51.59,10.245,61.467,8.2,17.914,89.568,14.33,11.725,17.588,35.176,9.38,104.373,426.579,83.5
114082.jpg,1390.5,1403.3324924990857,12.832492499085674,1:4,1:5,1:5,1:1:2,1052.499,93.322,373.286,74.66,17.296,86.478,13.84,25.923,129.613,20.74,23.33,23.33,46.661,18.66,159.871,612.707,127.9
114083.jpg,1359.0,1384.794599118371,25.794599118371025,1:8,1:6,1:4,1:1:2,1038.596,51.16,409.284,40.93,14.629,87.774,11.7,30.696,122.785,24.56,23.022,23.022,46.044,18.42,119.507,642.865,95.61
114084.jpg,1068.0,969.8967371262448,98.10326287375516,1:8,1:5,1:4,1:1:2,727.423,35.832,286.658,28.67,11.954,59.768,9.56,21.499,85.998,17.2,16.125,16.125,32.249,12.9,85.41,448.549,68.33
114085.jpg,538.8,544.2305797180386,5.430579718038644,1:3,1:6,1:3,1:1:2,408.173,45.239,135.718,36.19,5.749,34.496,4.6,15.08,45.239,12.06,9.048,9.048,18.096,7.24,75.116,224.501,60.09
114086.jpg,1489.5,1513.1384007194897,23.63840071948948,1:6,1:5,1:6,1:1.5:3,1134.854,71.874,431.244,57.5,18.649,93.245,14.92,23.958,143.748,19.17,18.295,27.443,54.886,14.64,132.776,695.68,106.22
114087.jpg,1012.5,905.979987856833,106.52001214316704,1:4,1:3,1:5,1:1.5:3,679.485,60.248,240.991,48.2,16.749,50.247,13.4,16.735,83.677,13.39,10.954,16.431,32.862,8.76,104.686,391.346,83.75
114088.jpg,852.0,791.933900761611,60.06609923838903,1:8,1:3,1:5,1:1.5:3,593.95,29.258,234.06,23.41,14.64,43.921,11.71,14.629,73.144,11.7,9.575,14.363,28.726,7.66,68.102,365.488,54.48
114089.jpg,824.25,744.4302931253359,79.81970687466412,1:8,1:3,1:4,1:1:2,558.323,27.503,220.021,22.0,13.762,41.287,11.01,16.502,66.006,13.2,12.376,12.376,24.752,9.9,70.143,339.69,56.11
114090.jpg,1065.0,982.8717373944849,82.12826260551515,1:8,1:3,1:6,1:1:2,737.154,36.312,290.493,29.05,18.17,54.511,14.54,15.562,93.373,12.45,16.34,16.34,32.68,13.07,86.384,454.717,69.11
114091.jpg,1047.0,987.8376603877318,59.16233961226817,1:3,1:6,1:3,1:1:2,740.878,82.114,246.342,65.69,10.436,62.613,8.35,27.371,82.114,21.9,16.423,16.423,32.846,13.14,136.344,407.492,109.08
114092.jpg,900.0,856.6536008987462,43.34639910125384,1:3,1:6,1:5,1:1:2,642.49,71.209,213.628,56.97,9.05,54.298,7.24,15.824,79.121,12.66,14.242,14.242,28.484,11.39,110.325,361.289,88.26
114093.jpg,987.0,948.50652116392,38.49347883608005,1:3,1:3,1:5,1:1:2,711.38,78.845,236.534,63.08,17.535,52.605,14.03,17.521,87.605,14.02,15.769,15.769,31.538,12.62,129.67,392.513,103.74
114094.jpg,827.25,752.4700343802184,74.77996561978159,1:8,1:4,1:6,1:1:2,564.353,27.8,222.397,22.24,11.129,44.515,8.9,11.914,71.485,9.53,12.51,12.51,25.02,10.01,63.353,350.907,50.68
114095.jpg,817.5,743.8731354153624,73.62686458463759,1:6,1:6,1:4,1:1:2,557.905,35.334,212.004,28.27,7.858,47.15,6.29,16.489,65.957,13.19,12.367,12.367,24.734,9.89,72.048,337.478,57.64
114096.jpg,1053.75,988.9643105259012,64.78568947409883,1:3,1:5,1:4,1:1.5:3,741.723,82.208,246.623,65.77,12.189,60.943,9.75,21.922,87.688,17.54,11.957,17.936,35.872,9.57,128.276,413.19,102.62
114097.jpg,1221.75,1159.6972461779696,62.052753822030354,1:6,1:4,1:3,1:2:4,869.773,55.086,330.514,44.07,17.151,68.606,13.72,32.133,96.4,25.71,11.017,22.034,44.068,8.81,115.387,517.554,92.31
114098.jpg,1037.25,1005.8787303281672,31.37126967183281,1:8,1:5,1:4,1:2:4,754.409,37.162,297.293,29.73,12.397,61.986,9.92,22.297,89.188,17.84,9.556,19.112,38.223,7.64,81.412,467.579,65.13
114099.jpg,842.25,774.2066701477537,68.0433298522463,1:3,1:3,1:5,1:1:2,580.655,64.356,193.068,51.48,14.313,42.938,11.45,14.301,71.507,11.44,12.871,12.871,25.742,10.3,105.841,320.384,84.67
114100.jpg,704.25,656.0286313392104,48.22136866078961,1:6,1:4,1:3,1:1.5:3,492.021,31.161,186.968,24.93,9.702,38.81,7.76,18.177,54.532,14.54,7.932,11.898,23.796,6.35,66.972,292.208,53.58
123001.jpg,867.75,846.6183679395502,21.13163206044976,1:4,1:6,1:3,1:2:4,634.964,56.3,225.2,45.04,8.944,53.662,7.16,23.458,70.375,18.77,8.043,16.086,32.171,6.43,96.745,365.323,77.4
123002.jpg,747.0,653.0740126837951,93.9259873162049,1:8,1:6,1:3,1:1:2,489.806,24.127,193.02,19.3,6.899,41.394,5.52,18.096,54.287,14.48,10.857,10.857,21.715,8.69,59.979,299.558,47.98
123003.jpg,1004.25,977.0642453075212,27.18575469247889,1:8,1:4,1:6,1:1.5:3,732.798,36.097,288.777,28.88,14.45,57.802,11.56,15.47,92.821,12.38,11.814,17.72,35.441,9.45,77.831,457.12,62.26
123004.jpg,644.25,594.750215651913,49.49978434808702,1:3,1:3,1:4,1:2:4,446.063,49.439,148.316,39.55,10.995,32.985,8.8,13.184,52.735,10.55,5.65,11.3,22.601,4.52,79.268,245.336,63.41
123005.jpg,706.5,666.8191227675032,39.68087723249676,1:8,1:3,1:4,1:1.5:3,500.114,24.635,197.082,19.71,12.327,36.982,9.86,14.781,59.125,11.82,8.062,12.094,24.187,6.45,59.805,305.283,47.84
123006.jpg,672.75,606.5210147514779,66.22898524852212,1:4,1:5,1:3,1:1:2,454.891,40.334,161.335,32.27,7.475,37.376,5.98,16.806,50.417,13.44,10.083,10.083,20.167,8.07,74.698,259.211,59.76
123007.jpg,780.9000000000002,734.1956740904941,46.70432590950611,1:4,1:5,1:5,1:2:4,550.647,48.824,195.296,39.06,9.049,45.244,7.24,13.562,67.811,10.85,6.975,13.95,27.899,5.58,78.41,322.301,62.73
123008.jpg,780.9000000000002,734.9259768971978,45.97402310280245,1:8,1:3,1:5,1:1.5:3,551.194,27.151,217.211,21.72,13.587,40.76,10.87,13.576,67.879,10.86,8.886,13.329,26.658,7.11,63.2,339.179,50.56
123009.jpg,790.5,726.7009502449878,63.79904975501222,1:4,1:6,1:4,1:1.5:3,545.026,48.326,193.302,38.66,7.677,46.061,6.14,16.109,64.434,12.89,8.786,13.18,26.359,7.03,80.898,316.977,64.72
123010.jpg,1105.35,976.0490180705632,129.30098192943683,1:4,1:3,1:5,1:1:2,732.037,64.907,259.629,51.93,18.044,54.133,14.44,18.03,90.149,14.42,16.227,16.227,32.454,12.98,117.208,420.138,93.77
123011.jpg,768.0,739.4775959310937,28.52240406890633,1:6,1:3,1:4,1:2:4,554.608,35.125,210.751,28.1,13.671,41.012,10.94,16.392,65.567,13.11,7.025,14.05,28.1,5.62,72.213,331.38,57.77
123012.jpg,906.375,869.408012769212,36.96698723078805,1:4,1:4,1:3,1:2:4,652.056,57.816,231.263,46.25,12.858,51.433,10.29,24.09,72.27,19.27,8.259,16.519,33.038,6.61,103.023,371.485,82.42
123013.jpg,906.375,835.4634892771825,70.91151072281752,1:3,1:3,1:6,1:1:2,626.598,69.448,208.344,55.56,15.445,46.336,12.36,13.228,79.369,10.58,13.89,13.89,27.779,11.11,112.011,347.939,89.61
123014.jpg,906.375,831.3654789658702,75.00952103412976,1:6,1:3,1:4,1:1:2,623.524,39.49,236.939,31.59,15.369,46.108,12.3,18.429,73.714,14.74,13.821,13.821,27.643,11.06,87.109,370.582,69.69
123015.jpg,843.75,817.7430072501285,26.00699274987153,1:4,1:5,1:5,1:2:4,613.307,54.38,217.52,43.5,10.078,50.392,8.06,15.106,75.528,12.08,7.769,15.537,31.074,6.22,87.333,358.977,69.87
123016.jpg,660.8999999999999,611.2376727472301,49.66232725276973,1:3,1:6,1:4,1:1:2,458.428,50.809,152.427,40.65,6.457,38.743,5.17,13.549,54.196,10.84,10.162,10.162,20.324,8.13,80.977,255.528,64.78
