Picture_ID,Plot_Length_ft,Plot_Width_ft,Plot_Area_sft,Builtup_Area_sft,Total_Doors,Total_Windows,Brick_Ratio,Plaster_In_Ratio,Plaster_Out_Ratio,RCC_Ratio,Room_Height_ft,No_of_Bedrooms,No_of_Toilets,Kitchen_Size_sft,Hall_Size_sft,Parking,Wall_Volume_cuft,Predicted_Wall_Volume
114020.jpg,35.0,32.0,1108.0,1050,11,11,2.0,3.0,2.0,1.8333333333333333,10.0,2,2,107.0,113.0,0.3380281690140845,732.75,734.546063255553
114021.jpg,50.0,30.0,1500.0,1120,8,5,3.5,2.5,3.5,1.8333333333333333,10.0,2,2,106.0,232.0,0.3380281690140845,1029.0,1018.6960363003927
114022.jpg,25.3,25.3,640.0,600,5,6,2.0,3.5,2.0,2.3333333333333335,10.0,3,1,95.0,151.0,0.0,626.25,617.5140137383992
114023.jpg,26.0,26.0,676.0,676,4,6,2.5,2.5,2.5,1.3333333333333333,10.0,2,2,136.0,140.0,0.0,663.0,662.4391960986379
114024.jpg,36.0,31.0,1116.0,1010,5,8,2.5,3.5,3.0,2.3333333333333335,10.0,2,1,169.0,199.0,0.3380281690140845,854.25,842.4310443314062
114025.jpg,25.25,25.25,638.0,560,8,5,2.5,3.5,3.5,2.3333333333333335,10.0,2,1,49.0,158.0,0.0,586.5,586.785897634638
114026.jpg,40.0,25.0,1000.0,880,3,5,3.5,2.0,2.5,1.3333333333333333,10.0,2,2,120.0,212.0,0.3380281690140845,882.75,873.3084677708493
114027.jpg,34.5,32.5,1120.0,1050,7,5,2.5,2.0,3.5,2.3333333333333335,10.0,2,2,249.0,243.0,0.0,849.75,846.689011743871
114028.jpg,41.25,36.0,1485.0,1200,4,6,2.5,3.0,2.0,1.3333333333333333,10.0,2,1,176.0,272.0,1.0,1041.75,1024.5135300940763
114029.jpg,40.0,28.0,1120.0,1000,4,6,4.5,2.0,2.5,2.3333333333333335,10.0,2,2,132.0,111.0,1.0,903.0,892.0431171887794
114030.jpg,30.0,25.0,750.0,620,3,5,4.5,3.0,2.5,1.3333333333333333,10.0,1,1,100.0,243.0,1.0,732.75,718.5561154626928
114031.jpg,24.3,22.3,542.0,480,3,5,2.5,3.0,3.5,2.3333333333333335,10.0,2,1,60.0,160.0,0.3380281690140845,606.75,604.4719393894571
114032.jpg,37.25,22.25,829.0,740,3,3,3.5,3.0,3.5,1.8333333333333333,10.0,2,3,100.0,160.0,0.3380281690140845,818.25,814.2696607686588
114033.jpg,31.5,22.25,701.0,620,4,4,3.5,3.5,2.5,1.8333333333333333,10.0,1,1,80.0,160.0,0.3380281690140845,707.25,696.3371619699159
114034.jpg,31.5,22.25,701.0,620,3,3,2.5,2.0,3.5,1.8333333333333333,10.0,1,1,80.0,160.0,0.3380281690140845,732.0,726.3802151682651
114035.jpg,30.0,26.5,795.0,720,4,4,3.5,2.0,2.0,1.8333333333333333,10.0,2,2,110.0,136.0,0.0,748.5,750.916173112579
114036.jpg,40.0,28.0,1120.0,860,4,4,2.0,3.5,2.5,1.3333333333333333,10.0,2,2,100.0,161.0,0.0,921.0,911.691718462395
114037.jpg,39.0,39.6,1544.0,1380,6,7,3.5,2.5,3.5,1.8333333333333333,10.0,2,3,80.0,264.0,0.3380281690140845,1021.5,1010.4499423382939
114038.jpg,35.75,28.25,1010.0,900,4,4,3.5,2.0,2.5,1.3333333333333333,10.0,2,2,110.0,176.0,0.3380281690140845,861.0,853.0960661850652
114039.jpg,42.5,22.25,946.0,820,5,6,2.0,3.0,3.5,1.3333333333333333,10.0,2,2,60.0,160.0,0.3380281690140845,838.5,833.4141276892135
114040.jpg,47.5,21.6,1026.0,880,4,7,3.5,2.0,2.0,1.3333333333333333,10.0,2,2,66.0,228.0,0.3380281690140845,910.5,904.5417618722847
114041.jpg,59.7,23.5,1403.0,1180,5,5,2.0,2.5,3.5,2.3333333333333335,10.0,2,2,100.0,344.0,0.3380281690140845,1124.25,1112.4238661383247
114042.jpg,34.3,29.7,1018.0,900,5,7,4.5,3.5,3.0,1.3333333333333333,10.0,2,2,80.0,256.0,0.0,818.25,813.2174374777677
114043.jpg,34.25,21.4,733.0,640,3,6,4.5,2.0,3.5,1.8333333333333333,10.0,2,2,100.0,176.0,0.3380281690140845,733.5,733.0239730681689
114044.jpg,35.5,35.5,719.0,650,5,5,4.5,2.0,2.5,2.3333333333333335,10.0,1,1,80.0,135.0,0.0,941.25,941.8032930726563
114045.jpg,29.0,22.5,653.0,580,2,4,2.0,3.5,3.5,1.3333333333333333,10.0,1,2,100.0,97.0,0.3380281690140845,705.0,695.7473420989049
114046.jpg,34.0,22.25,757.0,670,4,4,4.5,2.5,3.0,1.3333333333333333,10.0,1,1,93.0,115.0,0.3380281690140845,744.75,742.2099736389204
114047.jpg,45.3,23.25,1053.0,920,2,4,2.0,2.0,3.5,1.8333333333333333,10.0,1,2,110.0,160.0,0.3380281690140845,960.75,953.6811622788234
114048.jpg,36.5,20.0,730.0,650,2,4,4.5,3.0,3.0,1.3333333333333333,10.0,1,2,110.0,136.0,0.0,780.0,777.4139777110635
114049.jpg,40.0,16.0,640.0,580,3,4,4.5,2.5,3.5,2.3333333333333335,10.0,2,1,88.0,116.0,0.0,756.75,755.2454323881153
114050.jpg,48.75,23.25,1133.0,980,3,9,2.5,3.5,2.0,2.3333333333333335,10.0,2,2,176.0,303.0,0.3380281690140845,951.75,933.6928918119843
114051.jpg,39.8,33.25,1324.0,1180,3,5,2.0,2.0,3.5,2.3333333333333335,10.0,3,2,95.0,176.0,0.3380281690140845,1003.5,995.7204526141632
114052.jpg,32.25,23.25,750.0,680,3,4,2.0,3.5,2.5,2.3333333333333335,10.0,2,2,104.0,169.0,0.0,749.25,748.0548155118854
114053.jpg,32.0,33.5,1072.0,940,3,5,3.5,2.0,3.5,2.3333333333333335,10.0,2,2,176.0,168.0,0.3380281690140845,890.25,887.4359919228823
114054.jpg,24.25,33.5,812.0,720,3,5,2.0,2.0,2.5,2.3333333333333335,10.0,2,2,176.0,223.0,0.3380281690140845,774.0,769.1533996358855
114055.jpg,30.5,30.0,915.0,820,3,5,3.5,2.0,3.0,2.3333333333333335,10.0,1,1,121.0,127.0,0.0,815.25,812.6280077921296
114056.jpg,36.0,17.5,630.0,560,3,3,3.5,3.0,2.0,1.8333333333333333,10.0,1,1,48.0,128.0,0.3380281690140845,728.25,731.4361967259072
114057.jpg,29.0,20.0,580.0,520,3,6,4.5,3.0,3.0,1.8333333333333333,10.0,1,1,55.0,148.0,0.0,633.75,631.8771126468174
114058.jpg,36.5,17.0,620.5,510,2,4,3.5,3.0,3.5,1.3333333333333333,10.0,1,2,155.0,67.5,0.0,735.0,728.484602344662
114059.jpg,36.0,18.0,648.0,560,5,6,4.5,3.0,3.5,2.3333333333333335,10.0,2,1,79.75,87.5,0.0,677.25,678.4637448282982
114060.jpg,51.0,30.0,1530.0,1350,3,6,4.5,2.0,2.0,2.3333333333333335,10.0,2,2,110.0,280.5,1.0,1113.75,1093.5896586948115
114061.jpg,50.0,25.0,1250.0,1100,4,7,2.0,3.5,3.0,2.3333333333333335,10.0,3,2,110.0,180.0,0.0,999.0,968.4245744651159
114062.jpg,33.0,28.75,948.75,855,3,6,2.0,2.5,3.5,2.3333333333333335,10.0,2,1,80.0,165.0,0.3380281690140845,825.0,818.5642124477256
114063.jpg,33.0,33.0,1089.0,980,3,7,2.0,3.0,3.0,1.3333333333333333,10.0,2,2,64.0,436.0,0.0,879.75,873.2002581609438
114064.jpg,33.0,28.75,948.75,855,3,6,2.0,3.0,2.0,1.8333333333333333,10.0,2,1,80.0,165.0,0.3380281690140845,825.0,815.9382027828544
114065.jpg,35.0,35.0,1225.0,1100,3,8,2.5,2.5,3.0,1.3333333333333333,10.0,2,3,80.0,268.0,0.3380281690140845,930.75,916.9997300682016
114066.jpg,46.25,33.0,1526.25,1350,4,6,4.5,2.5,2.0,1.3333333333333333,10.0,2,3,110.0,332.0,0.3380281690140845,1071.75,1036.1141489656957
114067.jpg,50.25,28.25,1419.56,1280,6,7,2.0,2.0,3.5,1.3333333333333333,10.0,3,3,80.0,320.0,0.3380281690140845,1020.0,998.2311186223809
114068.jpg,39.0,17.83,695.37,620,2,3,4.5,2.0,3.5,2.3333333333333335,10.0,1,2,60.0,165.0,0.0,793.95,804.890805339359
114069.jpg,36.5,17.0,620.5,510,2,4,2.5,3.5,2.0,1.3333333333333333,10.0,1,2,155.0,67.5,0.0,735.0,723.6364640293629
114070.jpg,30.0,22.0,660.0,590,2,6,4.5,2.0,2.5,1.3333333333333333,10.0,1,1,110.0,110.0,0.3380281690140845,694.5,698.5600466888864
114071.jpg,37.0,26.25,971.25,880,3,6,2.0,2.5,2.5,2.3333333333333335,10.0,2,2,128.0,256.0,0.0,847.5,840.6113466639665
114072.jpg,35.0,28.25,988.75,900,2,5,4.5,2.0,3.0,2.3333333333333335,10.0,2,3,160.0,176.0,0.0,872.25,869.8218954903749
114073.jpg,50.0,28.0,1400.0,1250,4,8,3.5,2.5,2.0,2.3333333333333335,10.0,2,2,121.0,507.0,0.0,1035.0,1020.8198976422494
114074.jpg,24.0,22.0,528.0,480,2,2,4.5,2.5,2.5,1.3333333333333333,10.0,1,1,70.0,115.0,0.0,640.5,637.186874011251
114075.jpg,34.0,28.0,952.0,860,3,6,2.0,3.5,3.0,1.3333333333333333,10.0,2,1,80.0,199.0,0.3380281690140845,828.75,815.2413101049965
114076.jpg,45.25,21.92,991.33,900,2,4,4.5,2.5,2.5,2.3333333333333335,10.0,1,1,136.0,176.0,0.3380281690140845,940.05,948.4716880060674
114077.jpg,36.0,34.25,1233.0,1120,4,7,2.0,3.0,2.0,1.8333333333333333,10.0,2,2,160.0,270.0,0.3380281690140845,927.75,918.523791434286
114078.jpg,32.0,25.0,800.0,780,4,6,2.0,2.5,3.5,2.3333333333333335,10.0,1,2,100.0,258.0,0.0,738.0,737.7723319378116
114079.jpg,34.5,34.5,1186.0,1050,6,5,4.5,3.0,2.0,1.8333333333333333,10.0,2,1,87.0,215.0,0.0,895.5,865.5572746747358
114080.jpg,33.0,28.0,924.0,780,6,5,4.5,3.0,2.5,1.3333333333333333,10.0,2,2,160.0,220.0,0.0,775.5,766.6416427287706
114081.jpg,42.65,31.17,1329.0,1200,4,4,2.5,3.5,3.0,1.8333333333333333,10.0,2,2,151.0,179.0,0.0,1008.3,992.0158463674903
114082.jpg,74.0,50.0,3700.0,3400,10,14,2.5,3.0,3.0,1.3333333333333333,9.0,4,3,158.0,370.0,1.0,1390.5,1363.8601844774034
114083.jpg,74.0,50.0,3700.0,3200,12,14,4.5,3.5,2.5,1.3333333333333333,9.0,3,2,131.0,368.0,1.0,1359.0,1360.5441110537602
114084.jpg,45.0,40.0,1800.0,1650,8,9,4.5,3.0,2.5,1.3333333333333333,10.0,3,3,82.0,215.0,0.0,1068.0,1046.791932176255
114085.jpg,20.0,22.67,453.4,400,3,6,2.0,3.5,2.0,1.3333333333333333,10.0,2,1,45.0,200.45959595959596,0.0,538.8,564.1441290109169
114086.jpg,75.0,55.0,4125.0,3600,10,12,3.5,3.0,3.5,1.8333333333333333,9.0,4,3,200.0,403.0,1.0,1489.5,1464.6399736213539
114087.jpg,46.0,26.0,1196.0,988,2,4,2.5,2.0,3.0,1.8333333333333333,10.0,1,1,60.0,205.0,1.0,1012.5,993.6055776869835
114088.jpg,38.0,26.0,988.0,880,4,5,4.5,2.0,3.0,1.8333333333333333,10.0,3,2,96.96827411167513,200.45959595959596,0.0,852.0,847.7900851633443
114089.jpg,45.0,20.0,900.0,780,5,8,4.5,2.0,2.5,1.3333333333333333,10.0,3,2,61.0,80.0,1.0,824.25,816.1287050531254
114090.jpg,50.0,30.0,1500.0,1320,4,8,4.5,2.0,3.5,1.3333333333333333,10.0,2,1,95.0,196.0,1.0,1065.0,1045.6492317830252
114091.jpg,40.0,30.0,1200.0,1020,4,5,2.0,3.5,2.0,1.3333333333333333,11.0,1,2,101.0,139.0,0.3380281690140845,1047.0,1032.7745078054838
114092.jpg,37.7,32.8,1238.0,1080,6,7,2.0,3.5,3.0,1.3333333333333333,10.0,2,2,89.0,217.0,0.0,900.0,887.561067261776
114093.jpg,41.0,32.0,1312.0,1180,4,5,2.0,2.0,3.0,1.3333333333333333,10.0,1,2,120.0,149.0,0.0,987.0,978.9576353556547
114094.jpg,33.5,30.5,1021.75,920,5,6,4.5,2.5,3.5,1.3333333333333333,10.0,2,1,96.96827411167513,314.0,0.0,827.25,793.2475475772466
114095.jpg,45.0,20.0,900.0,780,6,7,3.5,3.5,2.5,1.3333333333333333,10.0,2,1,96.0,126.0,0.0,817.5,811.4525939332115
114096.jpg,61.8,20.0,1236.0,1100,7,7,2.0,3.0,2.5,1.8333333333333333,10.0,3,3,100.0,256.0,0.0,1053.75,1012.279606609271
114097.jpg,61.0,28.25,1724.25,1550,4,6,3.5,2.5,2.0,2.3333333333333335,10.0,1,1,110.0,272.0,0.3380281690140845,1221.75,1202.8615665046018
114098.jpg,46.25,30.25,1399.06,1250,3,7,4.5,3.0,2.5,2.3333333333333335,10.0,2,1,187.0,289.0,0.3380281690140845,1037.25,1015.3204278795145
114099.jpg,33.0,32.0,1056.0,1029,5,6,2.0,2.0,3.0,1.3333333333333333,10.0,2,2,98.0,198.0,0.3380281690140845,842.25,832.7019489255723
114100.jpg,32.0,25.0,800.0,720,5,8,3.5,2.5,2.0,1.8333333333333333,10.0,3,3,84.0,143.0,0.0,704.25,704.0918653842626
123001.jpg,40.0,30.0,1200.0,950,7,8,2.5,3.5,2.0,2.3333333333333335,10.0,2,2,60.0,190.0,0.0,867.75,859.1835034508819
123002.jpg,40.0,20.0,800.0,780,4,5,4.5,3.5,2.0,1.3333333333333333,9.5,1,1,92.0,220.0,0.3380281690140845,747.0,732.7834028589133
123003.jpg,56.0,29.0,1656.0,1656,8,9,4.5,2.5,3.5,1.8333333333333333,9.5,3,2,176.0,210.0,0.3380281690140845,1004.25,994.3609333648928
123004.jpg,35.0,20.0,700.0,700,6,5,2.0,2.0,2.5,2.3333333333333335,9.5,2,2,68.0,105.0,0.0,644.25,647.8940142832189
123005.jpg,40.0,20.0,800.0,820,6,6,4.5,2.0,2.5,1.8333333333333333,9.5,2,2,90.0,245.0,0.3380281690140845,706.5,703.8043541194949
123006.jpg,30.0,30.0,900.0,900,7,8,2.5,3.0,2.0,1.3333333333333333,9.5,3,3,107.0,454.0,0.0,672.75,665.5003988165923
123007.jpg,34.84,33.27,1159.0,1174,9,11,2.5,3.0,3.0,2.3333333333333335,10.0,3,3,93.0,96.0,0.0,780.9000000000002,781.3705167970883
123008.jpg,34.84,33.27,1159.0,1174,9,11,4.5,2.0,3.0,1.8333333333333333,10.0,3,3,93.0,96.0,0.0,780.9000000000002,775.9373596460233
123009.jpg,40.0,30.0,1200.0,1200,8,9,2.5,3.5,2.5,1.8333333333333333,9.5,3,3,110.0,190.0,0.0,790.5,781.6852141264498
123010.jpg,51.38,43.31,2226.0,1320,12,14,2.5,2.0,3.0,1.3333333333333333,10.0,3,3,105.0,350.0,0.0,1105.35,1096.263095459258
123011.jpg,28.0,37.0,1036.0,1177,8,9,3.5,2.0,2.5,2.3333333333333335,10.0,1,1,80.0,160.0,0.0,768.0,758.7438911461763
123012.jpg,49.5,28.0,1386.0,1386,8,8,2.5,2.5,2.0,2.3333333333333335,9.5,4,2,155.0,315.0,0.3380281690140845,906.375,896.868000995906
123013.jpg,49.5,28.0,1386.0,1386,8,8,2.0,2.0,3.5,1.3333333333333333,9.5,4,2,155.0,315.0,0.3380281690140845,906.375,904.8827163820306
123014.jpg,49.5,28.0,1386.0,1386,8,8,3.5,2.0,2.5,1.3333333333333333,9.5,4,2,155.0,315.0,0.3380281690140845,906.375,899.5326133603631
123015.jpg,46.5,25.5,1186.0,1186,7,8,2.5,3.0,3.0,2.3333333333333335,9.5,3,2,99.0,155.0,0.3380281690140845,843.75,837.5527496822391
123016.jpg,39.0,17.8,700.0,700,6,6,2.0,3.5,2.5,1.3333333333333333,9.5,1,2,60.0,165.0,0.0,660.8999999999999,674.5280624330682
123017.jpg,40.0,20.0,800.0,750,6,7,3.5,2.5,2.5,2.3333333333333335,10.0,1,2,68.0,150.0,1.0,742.5,731.4759011253694
123018.jpg,36.9,24.1,889.0,889,7,7,2.0,2.5,3.0,1.8333333333333333,9.5,2,1,80.0,110.0,0.3380281690140845,696.0,688.9923665163943
123019.jpg,52.75,22.25,1173.0,1250,8,9,2.5,3.0,3.0,2.3333333333333335,10.0,2,2,88.0,206.0,1.0,918.0,905.1439272624974
123020.jpg,32.0,25.0,800.0,800,6,7,2.0,2.5,3.5,1.3333333333333333,9.5,2,1,75.0,160.0,0.0,654.75,651.6241972485877
123021.jpg,42.2,21.25,897.0,1300,7,8,3.5,2.5,3.5,1.3333333333333333,9.5,2,2,140.0,200.0,0.3380281690140845,721.9125000000001,717.7207677329832
123022.jpg,31.0,27.0,837.0,837,7,6,2.0,2.5,3.5,1.3333333333333333,9.5,4,2,48.0,210.0,0.3380281690140845,662.25,652.498482508238
123023.jpg,51.4,22.25,1144.0,1144,7,7,4.5,3.5,2.5,2.3333333333333335,9.5,2,2,64.0,256.0,0.3380281690140845,876.2625,863.0271074986102
123024.jpg,30.0,25.0,750.0,750,7,8,4.5,2.5,2.5,1.3333333333333333,10.0,2,2,80.0,150.0,0.0,642.75,643.1423395129681
123025.jpg,36.0,30.0,1080.0,1069,9,10,3.5,2.5,2.5,2.3333333333333335,10.0,3,2,121.0,187.0,1.0,758.25,797.2898693900339
123026.jpg,25.0,30.0,750.0,760,6,7,4.5,2.5,2.5,2.3333333333333335,10.0,2,2,160.0,126.0,0.0,667.5,628.5609096114241
123027.jpg,48.25,28.25,1363.0,1277,9,10,3.5,3.5,2.5,2.3333333333333335,10.0,2,2,160.0,320.0,1.0,915.75,901.4281204004159
123028.jpg,30.0,25.0,750.0,750,6,7,4.5,2.5,2.5,2.3333333333333335,9.5,2,2,56.0,180.0,0.0,626.25,626.2794403813863
123029.jpg,33.0,47.0,1551.0,1551,8,8,2.0,3.0,3.5,1.8333333333333333,9.5,4,2,70.0,260.0,0.0,942.0,917.8015623595187
123030.jpg,40.0,20.0,800.0,800,6,6,4.5,3.0,2.5,2.3333333333333335,9.5,2,2,88.0,187.0,0.3380281690140845,706.5,702.5576510977501
123031.jpg,38.0,20.0,760.0,760,6,6,3.5,2.5,2.0,1.3333333333333333,9.5,2,1,58.0,145.0,0.0,678.0,673.9517113830935
123032.jpg,45.2,18.25,826.0,826,7,7,2.0,2.0,2.5,1.8333333333333333,9.5,3,2,48.0,169.0,0.3380281690140845,730.9125000000001,728.114479790643
123033.jpg,38.0,20.0,760.0,760,6,7,2.5,3.0,3.5,1.3333333333333333,9.5,2,1,55.0,145.0,0.0,669.0,669.862730690375
123034.jpg,40.0,30.0,1200.0,1200,8,8,2.0,3.0,2.5,1.3333333333333333,9.5,3,2,140.0,240.0,0.0,799.5,792.5614464277108
123035.jpg,40.0,20.0,800.0,800,6,6,3.5,2.0,3.5,1.3333333333333333,9.5,2,2,100.0,132.0,0.3380281690140845,706.5,698.1690728445623
123036.jpg,24.25,22.25,540.0,730,6,7,2.5,3.0,2.5,1.3333333333333333,9.5,2,1,60.0,160.0,1.0,505.125,513.8489374243838
123037.jpg,49.5,28.0,1386.0,1386,10,12,2.0,2.0,3.5,2.3333333333333335,10.0,3,2,150.0,300.0,0.0,897.0,896.0214094468708
123038.jpg,35.4,31.5,1116.0,743,6,7,3.5,3.5,3.0,2.3333333333333335,9.5,3,1,80.0,230.0,0.0,795.825,752.7944093869244
123039.jpg,34.9,22.5,785.0,785,6,7,3.5,2.0,3.5,1.3333333333333333,9.5,2,2,48.0,160.0,0.0,660.4499999999999,661.5113379822594
123040.jpg,43.0,30.0,1290.0,1290,8,8,2.5,3.0,3.0,1.8333333333333333,9.5,3,3,101.0,215.0,0.3380281690140845,842.25,836.7953499190199
123041.jpg,34.9,22.5,785.0,785,7,8,4.5,3.0,2.0,1.3333333333333333,9.5,2,2,48.0,180.0,0.0,635.6999999999999,636.3910470643575
123042.jpg,42.0,20.0,840.0,840,7,6,2.0,3.0,2.0,1.3333333333333333,9.5,2,1,64.0,176.0,1.0,719.25,709.9566674667506
123043.jpg,40.0,20.0,800.0,800,7,6,2.5,3.5,3.5,2.3333333333333335,9.5,2,2,90.0,132.0,0.3380281690140845,690.75,686.8068855883209
123044.jpg,40.0,20.0,800.0,800,7,6,2.5,3.0,2.0,2.3333333333333335,9.5,2,2,83.0,177.0,1.0,690.75,685.860363379921
123045.jpg,40.0,20.0,800.0,800,6,5,2.5,2.0,2.5,1.3333333333333333,9.5,2,2,80.0,170.0,1.0,715.5,710.6977550511646
123046.jpg,11.6,8.3,947.0,947,7,7,2.5,3.5,2.0,2.3333333333333335,9.5,2,2,148.0,196.0,0.0,110.325,111.62628372240306
123047.jpg,35.0,30.0,1050.0,1050,8,8,2.0,2.5,3.0,1.3333333333333333,9.5,2,1,100.0,243.0,0.3380281690140845,728.25,717.7861676619125
123048.jpg,40.0,20.0,800.0,800,7,6,3.5,2.5,3.5,1.8333333333333333,9.5,2,2,65.0,160.0,1.0,690.75,685.5332233225452
123049.jpg,40.0,22.0,880.0,880,6,6,2.5,2.0,2.5,1.8333333333333333,9.5,2,1,90.0,170.0,1.0,735.0,740.0535743472867
123050.jpg,30.0,20.0,600.0,600,5,5,2.5,2.0,3.0,2.3333333333333335,9.5,2,1,49.0,168.0,1.0,588.75,580.8648872565021
123051.jpg,30.0,20.0,600.0,600,5,4,2.5,2.5,2.0,1.8333333333333333,9.5,2,1,49.0,172.0,1.0,597.75,584.545731348981
123052.jpg,37.0,29.0,1215.0,1215,8,8,3.5,3.0,3.5,1.3333333333333333,9.5,3,3,111.0,210.0,0.0,742.5,732.7704254824296
123053.jpg,50.0,35.0,1750.0,1770,10,12,4.5,3.0,2.5,1.3333333333333333,10.0,3,3,113.0,220.0,1.0,1009.5,992.2471817395478
123054.jpg,34.0,31.0,1054.0,1054,9,10,3.5,3.5,3.0,2.3333333333333335,10.0,3,1,80.0,168.0,0.0,743.25,737.4804678784346
123055.jpg,50.0,30.0,1500.0,1350,9,10,4.5,2.5,3.5,2.3333333333333335,10.0,2,2,110.0,270.0,1.0,968.25,959.6807389795079
123056.jpg,61.5,40.5,2490.0,2490,16,18,2.5,3.0,2.0,1.8333333333333333,10.0,6,6,160.0,340.0,0.0,1116.0,1124.273274764355
123057.jpg,27.0,30.0,810.0,760,7,8,3.5,3.0,2.5,1.8333333333333333,10.0,2,2,84.0,180.0,0.0,672.75,669.8630331177919
123058.jpg,73.0,40.0,2920.0,2700,18,20,2.0,2.0,3.0,1.8333333333333333,11.0,8,2,96.96827411167513,580.0,0.0,1401.0,1409.5250826977
123059.jpg,35.0,42.0,1470.0,1356,10,12,4.5,2.0,2.5,1.3333333333333333,10.0,3,2,160.0,167.0,0.0,889.5,903.1154925716878
123060.jpg,38.0,34.0,1292.0,1292,8,8,4.5,2.0,2.0,1.8333333333333333,9.5,4,2,96.0,255.0,0.3380281690140845,828.0,822.2565730842541
123061.jpg,25.0,20.0,500.0,500,5,6,3.5,3.5,2.0,2.3333333333333335,9.0,2,1,35.0,75.0,0.0,474.75,470.0170517786095
123062.jpg,40.0,20.0,800.0,800,5,5,2.0,3.0,3.0,2.3333333333333335,9.5,1,2,84.0,180.0,0.3380281690140845,731.25,730.907823625446
123063.jpg,30.0,21.5,645.0,900,7,8,3.5,2.5,3.0,1.3333333333333333,10.0,2,2,80.0,209.0,1.0,590.25,588.2381324891815
123064.jpg,25.0,20.0,500.0,500,5,4,3.5,3.5,3.0,1.8333333333333333,9.5,2,1,35.0,75.0,0.0,526.5,522.6402000095673
123065.jpg,30.0,30.0,900.0,880,7,6,2.5,2.5,3.5,1.3333333333333333,10.0,2,2,70.0,163.0,1.0,735.75,724.4939321644314
123066.jpg,46.8,28.0,1310.0,1250,12,14,4.5,3.5,3.0,1.3333333333333333,10.0,3,3,110.0,260.0,1.0,807.0,797.5411973745519
123067.jpg,42.0,35.4,1487.0,1356,10,12,4.5,3.5,2.0,1.8333333333333333,10.0,3,2,95.0,210.0,0.0,895.5,889.0902212895433
123068.jpg,39.0,22.25,868.0,880,8,9,4.5,3.5,2.5,1.8333333333333333,10.0,3,3,100.0,160.0,1.0,711.75,703.391324675687
